
Yarraville Community Kindergarten,YARRAVILLE,3013,34,Exceeding NQS,1881,167
Pooh Bear's House,CROYDON,3136,95,Exceeding NQS,1882,110
Community Kids Melton Early Education Centre,MELTON,3337,100,Working Towards NQS,1883,168
Melton World of Learning,MELTON,3337,110,Meeting NQS,1884,144
St Helena Preschool,ELTHAM NORTH,3095,30,Exceeding NQS,1885,125
Craigieburn Child and Family Centre,CRAIGIEBURN,3064,98,Exceeding NQS,1886,150
Monash Community Family Co-operative Ltd,NOTTING HILL,3168,120,Exceeding NQS,1887,132
Guardian Childcare & Education Moorabbin,MOORABBIN,3189,94,Meeting NQS,1888,160
Kids World Child Care Centre,WERRIBEE,3030,46,Meeting NQS,1889,126
Roslyn Primary School Outside School Hours Care,BELMONT,3216,55,Meeting NQS,1890,131
Milestone Kindergarten & Early Childhood Centre,CROYDON,3136,120,Exceeding NQS,1891,191
Goodstart Early Learning Vermont - Canterbury Road South,VERMONT,3133,55,Meeting NQS,1892,146
Strathaird PS TheirCare,NARRE WARREN SOUTH,3805,61,Meeting NQS,1893,156
Headstart Early Learning Centre Croydon,CROYDON,3136,33,Meeting NQS,1894,100
Kharisma Kids - Lynbrook OSHC,LYNBROOK,3975,45,Meeting NQS,1895,183
3C Kidz Care- St Catherines,BERWICK,3806,60,Working Towards NQS,1896,117
Mansfield Kindergarten,MANSFIELD,3722,62,Exceeding NQS,1897,157
Girgarre Community Kindergarten,GIRGARRE,3624,24,Meeting NQS,1898,199
Nola-Dee Child Care Centre,CLAYTON,3168,36,Working Towards NQS,1899,196
Our Lady of Immaculate Conception OSHC - Extend,SUNSHINE,3020,58,Meeting NQS,1900,101
Only About Children Williamstown,WILLIAMSTOWN,3016,80,Meeting NQS,1901,157
Jenny's Kindergarten - Epsom,EPSOM,3551,128,Meeting NQS,1902,196
Gannawarra Shire Children's Centre,KERANG,3579,96,Meeting NQS,1903,144
Only About Children Altona North,ALTONA NORTH,3025,48,Meeting NQS,1904,193
Milleara Integrated Learning & Development Centre for Children,KEILOR EAST,3033,119,Meeting NQS,1905,172
Marysville and District Kindergarten Association Inc,MARYSVILLE,3779,60,Meeting NQS,1906,140
City Kids Early Learning Centre,SOUTH MELBOURNE,3205,123,Meeting NQS,1907,156
Hunt Club Children's Centre,CRANBOURNE,3977,132,Exceeding NQS,1908,138
Josie's Bright Beginnings,HILLSIDE,3037,66,Working Towards NQS,1909,198
Guardian Childcare & Education Lemon Tree,CARLTON,3053,60,Meeting NQS,1910,158
Nido Early School Castlemaine,CASTLEMAINE,3450,80,Meeting NQS,1911,111
Story House Early Learning Tarneit,TARNEIT,3029,288,Meeting NQS,1912,172
Guardian Childcare & Education Montmorency,MONTMORENCY,3094,120,Meeting NQS,1913,104
Werribee Little Learners,WERRIBEE,3030,45,Meeting NQS,1914,176
Penguin Childcare Parkville,PARKVILLE,3052,90,Meeting NQS,1915,132
St John's Parish OSHC,NUMURKAH,3636,25,Working Towards NQS,1916,106
Bluebird Early Education Cobram,COBRAM,3644,59,Exceeding NQS,1917,102
Community Kids Sunbury Early Education Centre,SUNBURY,3429,104,Exceeding NQS,1918,149
Guardian Childcare & Education Bentleigh East,BENTLEIGH EAST,3165,120,Meeting NQS,1919,153
Capel Sounds Educational Child Care Centre,TOOTGAROOK,3941,88,Exceeding NQS,1920,140
Young Einsteins ELC Clayton,CLAYTON SOUTH,3169,33,Meeting NQS,1921,114
Cheeky Clouds Early Learning Centre,CORIO,3214,69,Meeting NQS,1922,153
Mirboo North Early Learning Centre,MIRBOO NORTH,3871,71,Meeting NQS,1923,173
Cherry Lane Children's Centre,SEAFORD,3198,62,Meeting NQS,1924,172
Community Kids Berwick Early Education Centre,BERWICK,3806,100,Meeting NQS,1925,124
Drouin South Primary School Council Outside School Hours Care,DROUIN,3818,29,Meeting NQS,1926,181
Buln Buln Primary School Outside School Hours Care,BULN BULN,3821,35,Meeting NQS,1927,117
YMCA Ballarat - Our Lady Help of Christians OSHC,WENDOUREE,3355,45,Working Towards NQS,1928,166
Casa Bambini - Coburg,COBURG,3058,90,Working Towards NQS,1929,160
Benalla Kids Cottage,BENALLA,3672,45,Meeting NQS,1930,163
Mary Beck Kindergarten,NEERIM SOUTH,3831,26,Exceeding NQS,1931,122
Guardian Childcare & Education Altona North,ALTONA NORTH,3025,186,Meeting NQS,1932,180
Pyramid Hill Preschool,PYRAMID HILL,3575,24,Exceeding NQS,1933,191
St Catherine's of Siena OSHClub,WEST MELTON,3337,30,Meeting NQS,1934,146
The Karreeta Peeneeyt Mara Portland Child & Family Complex,PORTLAND,3305,105,Exceeding NQS,1935,188
Rose Garden Kids,TOORADIN,3980,60,Meeting NQS,1936,170
Youth Leadership Victoria- St. Mark's OSHC,FAWKNER,3060,45,Working Towards NQS,1937,166
North Cheltenham Preschool,CHELTENHAM,3192,30,Meeting NQS,1938,174
Sutherland Street Out of School Hours Care,KILMORE,3764,90,Meeting NQS,1939,171
Campbell Road Early Learning & Kinder,BRIAR HILL,3088,55,Meeting NQS,1940,184
Drouin West Primary School Outside School Hours Care,DROUIN WEST,3818,40,Meeting NQS,1941,194
Youth Leadership Victoria St Gerard's,DANDENONG,3175,60,Meeting NQS,1942,193
FedUni Children's Centre at Mt Helen,MOUNT HELEN,3350,82,Meeting NQS,1943,161
Inspira Kids Early Learning Centre Sydenham,SYDENHAM,3037,120,Meeting NQS,1944,168
Ferguson Street Kindergarten and Early Learning Centre,BROADFORD,3658,96,Working Towards NQS,1945,120
Headstart Early Learning Centre Berwick,BERWICK,3806,120,Exceeding NQS,1946,118
Tarneit World of Learning,TARNEIT,3029,127,Meeting NQS,1947,141
Penguin Childcare Rosebud,ROSEBUD,3939,63,Meeting NQS,1948,180
Melton Early Learning Centre,MELTON,3337,90,Meeting NQS,1949,167
Sparrow Early Learning Wyndham Waters,WILLIAMS LANDING,3027,80,Meeting NQS,1950,177
Pakenham Kids Early Learning Centre,PAKENHAM,3810,90,Exceeding NQS,1951,114
St Peters OSHClub East Bentleigh,BENTLEIGH EAST,3165,241,Meeting NQS,1952,108
Camp Australia - Roxburgh Park Primary School OSHC,ROXBURGH PARK,3064,80,Meeting NQS,1953,146
Longwarry Primary School Before and After School Care,LONGWARRY,3816,30,Meeting NQS,1954,155
Inspira Kids Early Learning Centre Gladstone Park,GLADSTONE PARK,3043,120,Meeting NQS,1955,187
Dickory Dock Kids Childcare,MELTON SOUTH,3338,40,Working Towards NQS,1956,104
Beaconsfield OSHClub,BEACONSFIELD,3807,90,Exceeding NQS,1957,123
Little Beginnings Early Learning Centre,SPRINGVALE SOUTH,3172,90,Meeting NQS,1958,171
Bunyip OSHClub,BUNYIP,3815,80,Meeting NQS,1959,169
Pakenham Springs OSHClub,PAKENHAM,3810,90,Meeting NQS,1960,191
Pakenham Lakeside OSHClub,PAKENHAM,3810,90,Exceeding NQS,1961,123
Avondale Heights Childcare and Early Learning Centre,AVONDALE HEIGHTS,3034,120,Meeting NQS,1962,189
Little Assets - Melbourne City Early Learning Centre,MELBOURNE,3004,125,Exceeding NQS,1963,177
Paisley Park Early Learning Centre Melton,MELTON,3337,100,Meeting NQS,1964,135
Orbost Cluster School Outside School Hours Care,ORBOST,3888,30,Working Towards NQS,1965,136
Pelican Early Learning Cairnlea,CAIRNLEA,3023,100,Meeting NQS,1966,130
Camp Australia - Mill Park Heights Primary School OSHC,MILL PARK,3082,90,Meeting NQS,1967,181
Camp Australia - Marymede Catholic College OSHC,SOUTH MORANG,3752,67,Meeting NQS,1968,158
Officer OSHClub,OFFICER,3809,30,Working Towards NQS,1969,188
Camp Australia - St John's Lutheran School OSHC,NEWTOWN,3220,95,Meeting NQS,1970,162
Cranbourne Day Care & Kindergarten Centre Pty Ltd - Schoolies Central,CRANBOURNE,3977,75,Meeting NQS,1971,139
Eastbourne Primary School Out Of School Hours Care,ROSEBUD WEST,3940,45,Meeting NQS,1972,127
Sacred Heart PS TheirCare,ST ALBANS,3021,45,Meeting NQS,1973,177
Guthrie Street Primary After School Care Program,SHEPPARTON,3630,80,Meeting NQS,1974,168
Rosanna OSHClub,ROSANNA,3084,53,Meeting NQS,1975,146
Camp Australia - Sherbourne Primary School OSHC,BRIAR HILL,3088,60,Meeting NQS,1976,120
Langwarrin Outside of School Hours Care - Centre Site,LANGWARRIN,3910,100,Meeting NQS,1977,191
Camp Australia - Langwarrin Primary School OSHC,LANGWARRIN,3910,55,Meeting NQS,1978,104
Rosebud Primary OSHC,ROSEBUD,3939,60,Meeting NQS,1979,152
Camp Australia - Boneo Primary School OSHC,BONEO,3939,30,Meeting NQS,1980,105
Merinda Park Learning & Community Centre,CRANBOURNE,3977,80,Working Towards NQS,1981,139
The Lake Primary School After School Care Service,CABARITA,3505,45,Working Towards NQS,1982,136
Happy Kids Before & After School Care,SEAFORD,3198,45,Meeting NQS,1983,198
Camp Australia - Resurrection School OSHC,KEYSBOROUGH,3173,60,Meeting NQS,1984,183
Mount Dandenong OSHClub,MOUNT DANDENONG,3767,34,Exceeding NQS,1985,148
Wallan Primary School Before & After School Program,WALLAN,3756,155,Meeting NQS,1986,113
TeamKids - St Macartans Parish Primary,MORNINGTON,3931,70,Meeting NQS,1987,134
Osborne Primary School Before & After School Care,MOUNT MARTHA,3934,120,Meeting NQS,1988,135
St Paul Apostle South Primary School OSHC - Extend,ENDEAVOUR HILLS,3802,77,Meeting NQS,1989,159
Darnum Primary School After School Care,DARNUM,3822,30,Working Towards NQS,1990,183
Churchill North Primary Before & After School Care,CHURCHILL,3842,38,Working Towards NQS,1991,146
Willow Grove Primary School After School Care,WILLOW GROVE,3825,13,Working Towards NQS,1992,195
Camp Australia - Mentone Primary School OSHC,MENTONE,3194,100,Meeting NQS,1993,105
Team Holiday - Dingley,DINGLEY VILLAGE,3172,80,Exceeding NQS,1994,180
Team Holiday - Moorabbin Primary,MOORABBIN,3189,60,Exceeding NQS,1995,161
Time 4 Tots Early Learning Centre,PAKENHAM,3810,100,Meeting NQS,1996,104
North Shepparton Community & Learning Centre Vacation Care,SHEPPARTON,3630,76,Meeting NQS,1997,116
St Georges Rd Combined Care,SHEPPARTON,3630,40,Meeting NQS,1998,126
Andy's Before and After School Care,ELWOOD,3184,60,Working Towards NQS,1999,132
Chelsea Primary School Outside School Hours Care,CHELSEA,3196,62,Meeting NQS,2000,190
Mackellar Primary School,DELAHEY,3037,223,Exceeding NQS,2001,136
Camp Australia - Milgate Primary School OSHC,DONCASTER EAST,3109,180,Meeting NQS,2002,183
Melbourne City Childcare and Kindergarten,MELBOURNE,3000,166,Working Towards NQS,2003,191
Bairnsdale Aquatic & Recreation Centre,BAIRNSDALE,3875,90,Working Towards NQS,2004,105
Athol Road Primary School OSHC,SPRINGVALE SOUTH,3172,45,Working Towards NQS,2005,137
Neerim South Primary School Outside School Care,NEERIM SOUTH,3831,45,Exceeding NQS,2006,187
Patterson Lakes PS TheirCare,PATTERSON LAKES,3197,90,Working Towards NQS,2007,131
Camp Australia - Cowes Primary School OSHC,COWES,3922,30,Exceeding NQS,2008,177
TeamKids - St Patrick's Murrumbeena,MURRUMBEENA,3163,80,Meeting NQS,2009,109
In 2 Learn Grammar,SALE,3850,22,Meeting NQS,2010,166
Gippsland Grammar Outside School Hours Care Wy Yung,WY YUNG,3875,20,Meeting NQS,2011,113
Warragul Primary Combined Outside School Hours Care,WARRAGUL,3820,60,Meeting NQS,2012,119
Little Jazzys Child Care and Kindergarten,BAYSWATER,3153,43,Meeting NQS,2013,118
Camp Australia - Altona Green Primary School OSHC,ALTONA MEADOWS,3028,55,Meeting NQS,2014,163
Sacred Heart After School Care,TATURA,3616,60,Working Towards NQS,2015,151
Boroondara Park Primary OSHClub,BALWYN NORTH,3104,60,Exceeding NQS,2016,186
Camp Australia - Balwyn Primary School OSHC,BALWYN,3103,44,Meeting NQS,2017,191
Camp Australia - St Paul's Anglican Grammar School Warragul OSHC,WARRAGUL,3820,30,Working Towards NQS,2018,193
Camp Australia - St Paul's Anglican Grammar School Traralgon OSHC,TRARALGON,3844,30,Working Towards NQS,2019,186
Penleigh & Essendon Grammar School,ESSENDON,3040,80,Meeting NQS,2020,122
Resurrection OSHClub,KINGS PARK,3021,61,Meeting NQS,2021,195
Melton West PS OSHC - Extend,MELTON WEST,3337,45,Meeting NQS,2022,145
Camp Australia - Sunshine Primary School OSHC,SUNSHINE,3020,167,Meeting NQS,2023,199
Homegarth Community Kindergarten,PAKENHAM,3810,45,Meeting NQS,2024,105
Quantin Binnah / St Martin de Porres,LAVERTON,3028,60,Meeting NQS,2025,115
Big Childcare - St Augustine's PS OSHC,KEILOR,3036,60,Exceeding NQS,2026,143
Camp Australia - St Bede's Primary School OSHC,BALWYN NORTH,3104,50,Working Towards NQS,2027,121
Big Childcare - Taylors Lakes PS OSHC,TAYLORS LAKES,3038,109,Meeting NQS,2028,196
Keilor Views OSHCLUB,KEILOR DOWNS,3038,75,Meeting NQS,2029,106
Big Childcare - Sunshine Heights PS OSHC,SUNSHINE,3020,90,Exceeding NQS,2030,141
Big Childcare - St Christopher's PS OSHC,AIRPORT WEST,3042,90,Meeting NQS,2031,104
Big Childcare - Creekside,CAROLINE SPRINGS,3023,150,Exceeding NQS,2032,165
Ardeer Primary School,ARDEER,3022,35,Meeting NQS,2033,172
Quantin Binnah / Newport Lakes P.S.,NEWPORT,3015,120,Exceeding NQS,2034,161
Camp Australia - Hartwell Primary School OSHC,CAMBERWELL,3124,80,Meeting NQS,2035,168
Camp Australia - Trinity Grammar OSHC,KEW,3101,60,Meeting NQS,2036,156
YMCA Wonthaggi Aquatic & Leisure Centre Vacation Care,WONTHAGGI,3995,30,Exceeding NQS,2037,145
TeamKids - Auburn Primary,HAWTHORN EAST,3123,82,Meeting NQS,2038,193
Valkstone Primary School Outside School Hours Care,BENTLEIGH EAST,3165,97,Working Towards NQS,2039,145
Camp Australia - St Thomas More Primary School OSHC,MOUNT ELIZA,3930,30,Meeting NQS,2040,160
Camp Australia - Peninsula Grammar OSHC,MOUNT ELIZA,3930,30,Meeting NQS,2041,181
Shelford Girls' Grammar OSHC - Extend,CAULFIELD,3162,24,Meeting NQS,2042,156
Camp Australia - Sacred Heart Parish School - Sandringham OSHC,SANDRINGHAM,3191,37,Meeting NQS,2043,126
PEGS Vacation Care - Extend,ESSENDON,3040,60,Meeting NQS,2044,192
St Monica's OSHClub,MOONEE PONDS,3039,60,Working Towards NQS,2045,170
St Peter Chanel OSHClub,DEER PARK,3023,60,Exceeding NQS,2046,127
TeamKids - South Yarra Primary,SOUTH YARRA,3141,72,Meeting NQS,2047,176
Big Childcare - Keilor Heights Primary School OSHC,KEILOR EAST,3033,60,Meeting NQS,2048,142
Seabrook OSHClub,SEABROOK,3028,132,Meeting NQS,2049,128
Newport Gardens Primary OSHClub,NEWPORT,3015,112,Meeting NQS,2050,175
Williamstown North OSHClub,WILLIAMSTOWN,3016,120,Meeting NQS,2051,113
San Remo Primary School Outside School Hours Care,SAN REMO,3925,29,Working Towards NQS,2052,122
After The Bell Aus- St Catherine’s Toorak,TOORAK,3142,134,Meeting NQS,2053,139
St Michaels Grammar School,ST KILDA,3182,120,Meeting NQS,2054,109
Queen of Peace OSHClub,ALTONA MEADOWS,3028,49,Meeting NQS,2055,194
Aussie Kindies Early Learning Frankston,FRANKSTON,3199,65,Meeting NQS,2056,191
St Augustines OSHClub,YARRAVILLE,3013,60,Exceeding NQS,2057,183
Corpus Christi OSHClub,WEST FOOTSCRAY,3012,30,Meeting NQS,2058,186
Williamstown OSHClub,WILLIAMSTOWN,3016,90,Exceeding NQS,2059,189
Camp Australia - Altona North Primary School OSHC,ALTONA NORTH,3025,45,Meeting NQS,2060,194
Warragul North Primary School Outside School Hours Care,WARRAGUL,3820,40,Exceeding NQS,2061,165
Camp Australia - Moonee Ponds West Primary School OSHC,MOONEE PONDS,3039,120,Working Towards NQS,2062,135
Camp Australia - Ascot Vale West Primary School OSHC,ASCOT VALE,3032,70,Meeting NQS,2063,170
Camp Australia - Cairnlea Park Primary School OSHC,CAIRNLEA,3023,100,Working Towards NQS,2064,167
Camp Australia - Caroline Springs Brookside P-9 College OSHC,CAROLINE SPRINGS,3023,120,Working Towards NQS,2065,162
St Joseph's Primary School OSHC,MALVERN,3144,36,Exceeding NQS,2066,147
Lockwood South Combined Outside School Hours Care,LOCKWOOD SOUTH,3551,15,Working Towards NQS,2067,146
Camp Australia - Essendon Primary School OSHC,ESSENDON,3040,100,Meeting NQS,2068,157
Pender's Grove Primary School Combined OSHC,THORNBURY,3071,45,Working Towards NQS,2069,194
Camp Australia - Preston North East Primary School OSHC,PRESTON,3072,35,Working Towards NQS,2070,195
Strathmore Nth PS TheirCare,STRATHMORE,3041,90,Meeting NQS,2071,140
Youth Leadership Victoria - St Brendan's Primary School OSHC,FLEMINGTON,3031,24,Meeting NQS,2072,197
TeamKids - Niddrie Primary,NIDDRIE,3042,79,Meeting NQS,2073,147
Moonee Ponds OSHClub,MOONEE PONDS,3039,100,Meeting NQS,2074,125
Strathmore PS TheirCare,STRATHMORE,3041,75,Working Towards NQS,2075,140
Camp Australia - Kingsville Primary School OSHC,KINGSVILLE,3012,150,Meeting NQS,2076,139
Camp Australia - Baden Powell P-9 College Derrimut Heath Campus OSHC,HOPPERS CROSSING,3029,60,Meeting NQS,2077,119
Melton OSHClub,MELTON,3337,91,Meeting NQS,2078,107
James Cook PS TheirCare,ENDEAVOUR HILLS,3802,30,Meeting NQS,2079,134
Tylden Primary School OSHC,TYLDEN,3444,45,Exceeding NQS,2080,188
St Mary of the Assumption OSHC Kealba,KEALBA,3021,30,Meeting NQS,2081,167
Yarraville West Primary School OSHC Program,YARRAVILLE,3013,195,Meeting NQS,2082,179
Camp Australia - Baden Powell P-9 College Tarneit OSHC,TARNEIT,3029,90,Meeting NQS,2083,167
Camp Australia - Westbourne Grammar School OSHC,HOPPERS CROSSING,3029,100,Meeting NQS,2084,131
Camp Australia - St Paul's Primary School OSHC,SUNSHINE WEST,3020,45,Exceeding NQS,2085,128
Camp Australia - Iramoo Primary School OSHC,WYNDHAM VALE,3024,60,Meeting NQS,2086,181
Camp Australia - St Mary's Altona Primary School OSHC,ALTONA,3018,80,Meeting NQS,2087,126
Marlborough Primary School Out of School Care,HEATHMONT EAST,3135,52,Working Towards NQS,2088,162
Camp Australia - Somerville Rise Primary School OSHC,SOMERVILLE,3912,45,Meeting NQS,2089,166
"Pakenham Consolidated School Learn, Explore and Play",PAKENHAM,3810,135,2090,177
Camp Australia - Somerville Primary School OSHC,SOMERVILLE,3912,45,Meeting NQS,2091,172
TeamKids - McKinnon Primary,MCKINNON,3204,100,Meeting NQS,2092,159
Cire Outside School Hours Care Yarra Junction,YARRA JUNCTION,3797,28,Exceeding NQS,2093,103
Aspendale Gardens PS TheirCare,ASPENDALE GARDENS,3195,120,Meeting NQS,2094,151
Camp Australia - Langwarrin Park Primary School OSHC,LANGWARRIN,3910,48,Meeting NQS,2095,195
Camp Australia - Tucker Road Primary School OSHC,BENTLEIGH,3204,99,Exceeding NQS,2096,146
Camp Australia - Coatesville Primary School OSHC,EAST BENTLEIGH,3165,150,Meeting NQS,2097,185
St Mary’s Ascot Vale  CPS TheirCare,ASCOT VALE,3032,97,Meeting NQS,2098,159
Camberwell Girls Grammar OSHC - Extend,CANTERBURY,3126,30,Meeting NQS,2099,130
Camp Australia - Mount Waverley Primary School OSHC,MOUNT WAVERLEY,3149,170,Meeting NQS,2100,122
Camp Australia - Sandringham Primary School OSHC,SANDRINGHAM,3191,85,Exceeding NQS,2101,180
Robinvale Out of School Hours Program,ROBINVALE,3549,30,Exceeding NQS,2102,119
Aberdeen Street Early Learning & Kinder,NEWTOWN,3220,72,Meeting NQS,2103,147
Camp Australia - Kings Park Primary School OSHC,KINGS PARK,3021,45,Meeting NQS,2104,133
St Peter's East Keilor OSHClub,KEILOR EAST,3033,53,Meeting NQS,2105,134
Holy Saviour OSHC - Vermont South,VERMONT SOUTH,3133,45,Meeting NQS,2106,115
Camp Australia - Templestowe Park Primary School OSHC,TEMPLESTOWE,3106,65,Meeting NQS,2107,174
Camp Australia - Holy Eucharist School OSHC,ST ALBANS,3021,60,Meeting NQS,2108,113
Swan Hill Out of School Hours,SWAN HILL,3585,70,Exceeding NQS,2109,169
Play 'N' Grow Early Learning Centre and Kindergarten,CARRUM DOWNS,3201,67,Exceeding NQS,2110,155
Camp Australia - Auburn South Primary School OSHC,HAWTHORN EAST,3123,110,Meeting NQS,2111,172
Camp Australia - Templestowe Heights Primary School OSHC,TEMPLESTOWE LOWER,3107,45,Meeting NQS,2112,176
Camp Australia - Selby Primary School OSHC,SELBY,3159,45,Exceeding NQS,2113,151
Big Childcare - Kensington PS OSHC,KENSINGTON,3031,165,Meeting NQS,2114,101
Lockwood Primary School Outside School Hours Care,LOCKWOOD,3551,30,Working Towards NQS,2115,127
Kingswood College OSHClub,BOX HILL,3128,57,Meeting NQS,2116,185
St Monica's Primary YMCA Outside School Hours Care,KANGAROO FLAT,3555,45,Meeting NQS,2117,167
Doncaster Primary School OSHC - Extend,DONCASTER,3108,70,Meeting NQS,2118,139
Camp Australia - Oakleigh South Primary School OSHC,OAKLEIGH SOUTH,3167,145,Meeting NQS,2119,138
Camp Australia - Serpell Primary School OSHC,TEMPLESTOWE,3106,115,Exceeding NQS,2120,180
Our Lady of the Pines OSHCLUB,DONVALE,3111,30,Meeting NQS,2121,121
Camp Australia - Wattleview Primary School OSHC,FERNTREE GULLY,3156,45,Meeting NQS,2122,184
Big Childcare - Keilor PS OSHC,KEILOR,3036,75,Exceeding NQS,2123,190
Christ Church Grammar OSHC - Extend,SOUTH YARRA,3141,45,Meeting NQS,2124,117
Camp Australia - St Gregory the Great School OSHC,DONCASTER,3108,49,Meeting NQS,2125,123
Box Hill North Primary OSHClub,BOX HILL NORTH,3129,50,Meeting NQS,2126,181
Knox Gardens Primary OSHClub,WANTIRNA SOUTH,3152,45,Exceeding NQS,2127,193
Donvale Primary OSHClub,DONVALE,3111,45,Meeting NQS,2128,195
Harkaway Primary School,HARKAWAY,3806,30,Working Towards NQS,2129,130
Burwood Heights PS TheirCare,BURWOOD EAST,3151,50,Exceeding NQS,2130,193
Camp Australia - St John Vianney Primary School OSHC,MULGRAVE,3170,60,Meeting NQS,2131,153
Baby Bells Child Care Centre,ALTONA MEADOWS,3028,75,Working Towards NQS,2132,159
Rye PS TheirCare,RYE,3941,75,Meeting NQS,2133,177
Big Childcare - Parkwood Green PS OSHC,HILLSIDE,3037,392,Meeting NQS,2134,111
Big Childcare - Sydenham/Hillside PS - Hillside Campus,HILLSIDE,3037,75,Exceeding NQS,2135,107
Big Childcare – Sydenham/Hillside Sydenham Campus,SYDENHAM,3037,150,Exceeding NQS,2136,147
Camp Australia - Lysterfield Primary School OSHC,LYSTERFIELD,3156,53,Meeting NQS,2137,132
Camp Australia - St Leonards Primary School OSHC,GLEN WAVERLEY,3150,45,Meeting NQS,2138,134
Holy Trinity CPS TheirCare,WANTIRNA SOUTH,3152,60,Meeting NQS,2139,196
Eltham East Out of School Hours Care,ELTHAM,3095,120,Exceeding NQS,2140,113
Blackburn PS TheirCare,BLACKBURN,3130,75,Exceeding NQS,2141,106
Camp Australia - Yarra Road Primary School OSHC,CROYDON,3136,30,Meeting NQS,2142,112
Camp Australia - Chatham Primary School OSHC,SURREY HILLS,3127,70,Meeting NQS,2143,193
Complete Kids OSHC Killara,SUNBURY,3429,120,Meeting NQS,2144,111
Glen Katherine Primary School Year Round Care Program,ELTHAM NORTH,3095,150,Meeting NQS,2145,105
Camp Australia - Camelot Rise Primary School OSHC,GLEN WAVERLEY,3150,90,Meeting NQS,2146,195
Camp Australia - Donburn Primary School OSHC,DONCASTER EAST,3109,60,Working Towards NQS,2147,107
Kyabram P-12 College Outside School Hours Care,KYABRAM,3620,15,Working Towards NQS,2148,102
Camp Australia - Heathmont East Primary School OSHC,HEATHMONT EAST,3135,80,Exceeding NQS,2149,124
Camp Australia - St Jude the Apostle School OSHC,SCORESBY,3179,45,Meeting NQS,2150,109
Camp Australia - St Andrews Primary School OSHC,WERRIBEE,3030,60,Meeting NQS,2151,179
St Michael's PS OSHC - Extend,ASHBURTON,3147,50,Exceeding NQS,2152,146
Camp Australia - Ferntree Gully North Primary School OSHC,FERNTREE GULLY,3156,45,Meeting NQS,2153,120
Jells Park Primary OSHClub,WHEELERS HILL,3150,75,Meeting NQS,2154,149
Cambridge Primary School Out Of School Hours Care Program,HOPPERS CROSSING,3029,160,Exceeding NQS,2155,100
Camp Australia - Blackburn Lake Primary School OSHC,BLACKBURN,3130,75,Working Towards NQS,2156,196
Camp Australia - Templeton Primary School OSHC,WANTIRNA,3152,95,Meeting NQS,2157,128
Hurstbridge Primary OSHC,HURSTBRIDGE,3099,45,Meeting NQS,2158,130
Camp Australia - Westbourne Grammar School Williamstown OSHC,NEWPORT,3015,60,Meeting NQS,2159,109
Camp Australia - Mountain Gate Primary School OSHC,FERNTREE GULLY,3156,30,Exceeding NQS,2160,153
Ivanhoe Primary Out of School Hours Care Program,IVANHOE,3079,150,Meeting NQS,2161,121
Camp Australia - Scotch College OSHC,HAWTHORN,3122,30,Meeting NQS,2162,179
Camp Australia - Burwood East Primary School OSHC,BURWOOD EAST,3151,80,Working Towards NQS,2163,182
Montrose PS TheirCare,MONTROSE,3765,60,Exceeding NQS,2164,175
Camp Australia - Glen Waverley Primary School OSHC,GLEN WAVERLEY,3150,120,Meeting NQS,2165,101
Camp Australia - Holy Family Primary School OSHC,MOUNT WAVERLEY,3149,45,Meeting NQS,2166,112
Tinternvale OSHClub,RINGWOOD EAST,3135,58,Exceeding NQS,2167,199
Mitcham OSHClub,MITCHAM,3132,60,Meeting NQS,2168,140
Camp Australia - Sacred Heart Oakleigh OSHC,OAKLEIGH SOUTH,3167,70,Meeting NQS,2169,193
Good Shepherd Lutheran OSHClub,CROYDON HILLS,3136,45,Meeting NQS,2170,179
Kelly Club OSHC Aitken College,GREENVALE,3059,85,Meeting NQS,2171,153
Carey OSHClub Kew,KEW,3101,45,Exceeding NQS,2172,133
Camp Australia - Brandon Park Primary School OSHC,WHEELERS HILL,3150,58,Meeting NQS,2173,142
Camp Australia - Clayton North Primary School OSHC,CLAYTON NORTH,3168,45,Meeting NQS,2174,125
Watsonia North Primary School Out of School Hours Program,WATSONIA,3087,90,Exceeding NQS,2175,174
Big Childcare - Manor Lakes P-12 College OSHC,WYNDHAM VALE,3024,135,Meeting NQS,2176,108
Camp Australia - Glendal Primary School OSHC,GLEN WAVERLEY,3150,120,Meeting NQS,2177,191
Camp Australia - Ivanhoe Grammar OSHC,IVANHOE,3079,30,Meeting NQS,2178,178
Camp Australia - Woodville Primary School OSHC,HOPPERS CROSSING,3029,73,Meeting NQS,2179,111
Camp Australia - St Dominics Primary School OSHC,CAMBERWELL EAST,3124,56,Meeting NQS,2180,127
Camp Australia - The Knox School OSHC,WANTIRNA SOUTH,3152,94,Meeting NQS,2181,173
Camp Australia - Ruyton Girls Grammar OSHC,KEW,3101,30,Meeting NQS,2182,191
TeamKids - Camberwell Primary,CAMBERWELL,3124,100,Exceeding NQS,2183,171
Camp Australia - Genazzano Girls School OSHC,KEW,3101,30,Meeting NQS,2184,121
Mildura West Primary OSHC,MILDURA,3500,60,Working Towards NQS,2185,114
Essendon Fields Kinder Haven,ESSENDON,3040,120,Working Towards NQS,2186,107
Camp Australia - Camberwell South Primary School OSHC,GLEN IRIS,3146,109,Meeting NQS,2187,139
Camp Australia - Mooroolbark East Primary School OSHC,MOOROOLBARK,3138,45,Meeting NQS,2188,127
Errol Street North Melbourne Primary Outside School Hours Care,NORTH MELBOURNE,3051,195,Exceeding NQS,2189,110
